
---------- Begin Simulation Statistics ----------
final_tick                                75060476875                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 246053                       # Simulator instruction rate (inst/s)
host_mem_usage                                 658072                       # Number of bytes of host memory used
host_op_rate                                   287062                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   406.42                       # Real time elapsed on the host
host_tick_rate                              184688536                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   100000000                       # Number of instructions simulated
sim_ops                                     116666626                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.075060                       # Number of seconds simulated
sim_ticks                                 75060476875                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 420133626                       # number of cc regfile reads
system.cpu.cc_regfile_writes                100341330                       # number of cc regfile writes
system.cpu.committedInsts                   100000000                       # Number of Instructions Simulated
system.cpu.committedOps                     116666626                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.200968                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.200968                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           18797                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                  561                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 16708231                       # Number of branches executed
system.cpu.iew.exec_nop                            43                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.026840                       # Inst execution rate
system.cpu.iew.exec_refs                     39715190                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   16732768                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                   25139                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts              16733567                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                 73                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                 0                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             16741417                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           117155686                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              22982422                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             25435                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             123320199                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                      0                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                    76                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                   8747                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                    78                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents             29                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect          545                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect             16                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 110981783                       # num instructions consuming a value
system.cpu.iew.wb_count                     117037671                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.680654                       # average fanout of values written-back
system.cpu.iew.wb_producers                  75540165                       # num instructions producing a value
system.cpu.iew.wb_rate                       0.974528                       # insts written-back per cycle
system.cpu.iew.wb_sent                      117062378                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                156773863                       # number of integer regfile reads
system.cpu.int_regfile_writes                66906033                       # number of integer regfile writes
system.cpu.ipc                               0.832662                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.832662                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     67.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     67.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     67.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     67.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     67.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     67.79% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     67.79% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead             22982731     18.63%     86.43% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite            16741106     13.57%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite              0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total              123345636                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                       0                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                   0                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses            0                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes                  0                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                    32357548                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.262332                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                27147683     83.90%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      1      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                      0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                1      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     83.90% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                5208728     16.10%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                  1135      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses              155703184                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads          399143474                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses    117037671                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes         117644665                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                  117155527                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                 123345636                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded                 116                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined          488993                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued             16689                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved             32                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined       488124                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples     120077967                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.027213                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        1.276863                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0            67453680     56.17%     56.17% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1             9373160      7.81%     63.98% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2            17153892     14.29%     78.27% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3            24724249     20.59%     98.86% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4             1372985      1.14%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5                   1      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6                   0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7                   0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8                   0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            5                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total       120077967                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.027052                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads               115                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores            25730                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads             16733567                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores            16741417                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads               301583014                       # number of misc regfile reads
system.cpu.misc_regfile_writes                    197                       # number of misc regfile writes
system.cpu.numCycles                        120096764                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                             297                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.vec_regfile_reads                      254                       # number of vector regfile reads
system.cpu.vec_regfile_writes                     183                       # number of vector regfile writes
system.cpu.workload.numSyscalls                    11                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests           18                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests      1041261                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests       2083398                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.cpu.branchPred.lookups                16775700                       # Number of BP lookups
system.cpu.branchPred.condPredicted          16774394                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect               758                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups             16772601                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                16772152                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             99.997323                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                     379                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                  2                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups              86                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits                  7                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses               79                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted           55                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts          217846                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls              84                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts               517                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples    120044289                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     0.971863                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     1.931935                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0        80762905     67.28%     67.28% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1        21580290     17.98%     85.25% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2            1387      0.00%     85.26% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3         2075422      1.73%     86.98% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4         3116841      2.60%     89.58% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5         1771590      1.48%     91.06% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6         7619128      6.35%     97.40% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7         3116581      2.60%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8             145      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total    120044289                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted            100000013                       # Number of instructions committed
system.cpu.commit.opsCommitted              116666639                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                    33333739                       # Number of memory references committed
system.cpu.commit.loads                      16666765                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                          37                       # Number of memory barriers committed
system.cpu.commit.branches                   16666878                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                          0                       # Number of committed floating point instructions.
system.cpu.commit.integer                    99999941                       # Number of committed integer instructions.
system.cpu.commit.functionCalls                   172                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass            0      0.00%      0.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu     83332775     71.43%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult           43      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd            8      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCmp            9      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCvt            7      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatDiv            3      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMisc           30      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMult           19      0.00%     71.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            6      0.00%     71.43% # Class of committed instruction
